Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction,GradientBoosting_probability,GradientBoosting_label,LogisticRegression_prediction,LogisticRegression_probability,LogisticRegression_label,RandomForest_prediction,RandomForest_probability,RandomForest_label
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text discusses the serious health condition of Abdelhak Nouri, a 20","Ajax midfielder Abdelhak Nouri suffered ""serious and permanent brain damage"" after collapsing in a friendly match on Saturday.","{'Min_10.0% Prob': 12.171875, 'Min_20.0% Prob': 8.98046875, 'Min_30.0% Prob': 7.336263020833333, 'Min_40.0% Prob': 5.839192708333333, 'Min_50.0% Prob': 5.204723011363637}",0.5411045551300049,"{'rouge1': Score(precision=0.2222222222222222, recall=0.3333333333333333, fmeasure=0.26666666666666666), 'rouge2': Score(precision=0.058823529411764705, recall=0.09090909090909091, fmeasure=0.07142857142857142), 'rougeL': Score(precision=0.16666666666666666, recall=0.25, fmeasure=0.2)}",95,0,0.33556567451629393,Not Contaminated,1,0.5986986950543117,Likely Contaminated,0,0.39865027763344324,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJason Manford, a comedian, shared on Facebook that his father lost his job at",Comedian Jason Manford has turned to social media to try to find his dad a job.,"{'Min_10.0% Prob': 9.25, 'Min_20.0% Prob': 7.522135416666667, 'Min_30.0% Prob': 6.603125, 'Min_40.0% Prob': 5.857421875, 'Min_50.0% Prob': 5.272786458333333}",0.7834546566009521,"{'rouge1': Score(precision=0.3125, recall=0.35714285714285715, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1875, recall=0.21428571428571427, fmeasure=0.19999999999999998)}",54,0,0.2622152358642746,Not Contaminated,1,0.7784527973504068,Likely Contaminated,0,0.3151564449440835,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text provides an overview of recent financial market movements and economic news:

1. **",(Close): A supreme court ruling that upheld a key part of President Obama's healthcare plan lifted shares in US health companies.,"{'Min_10.0% Prob': 11.21875, 'Min_20.0% Prob': 8.7333984375, 'Min_30.0% Prob': 7.090959821428571, 'Min_40.0% Prob': 6.397135416666667, 'Min_50.0% Prob': 5.659505208333333}",0.20721435546875,"{'rouge1': Score(precision=0.045454545454545456, recall=0.07142857142857142, fmeasure=0.05555555555555555), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.07142857142857142, fmeasure=0.05555555555555555)}",99,1,0.7076631900215001,Likely Contaminated,1,0.5747658530566269,Likely Contaminated,1,0.7710970602110305,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantMoore, a 6ft 5in player, has scored 10 goals",Ipswich Town have signed striker Kieffer Moore from National League side Forest Green for an undisclosed fee and former MK Dons defender Jordan Spence.,"{'Min_10.0% Prob': 8.9296875, 'Min_20.0% Prob': 7.595052083333333, 'Min_30.0% Prob': 6.493489583333333, 'Min_40.0% Prob': 5.840006510416667, 'Min_50.0% Prob': 5.154817708333334}",0.2964483797550201,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",122,1,0.7298684724699597,Likely Contaminated,1,0.505216307013118,Likely Contaminated,1,0.836747296928218,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantA tragic accident occurred at a 21st birthday party in Berkeley, California, resulting","An Irish university has expressed ""heartbreak"" at the deaths of six young people who died after a balcony collapsed at a US apartment block.","{'Min_10.0% Prob': 9.10546875, 'Min_20.0% Prob': 8.04140625, 'Min_30.0% Prob': 6.94189453125, 'Min_40.0% Prob': 6.2146484375, 'Min_50.0% Prob': 5.422325721153846}",0.2085895985364914,"{'rouge1': Score(precision=0.08333333333333333, recall=0.15384615384615385, fmeasure=0.10810810810810811), 'rouge2': Score(precision=0.043478260869565216, recall=0.08333333333333333, fmeasure=0.057142857142857134), 'rougeL': Score(precision=0.08333333333333333, recall=0.15384615384615385, fmeasure=0.10810810810810811)}",107,1,0.564326590166469,Likely Contaminated,0,0.49707234557207297,Not Contaminated,1,0.7901114878847258,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe Markit/CIPS manufacturing Purchasing Managers' Index (PMI) for the,"UK manufacturing activity rose slightly in May, raising concerns over the economy's strength in the run-up to the 23 June European Union referendum.","{'Min_10.0% Prob': 9.4375, 'Min_20.0% Prob': 6.7375, 'Min_30.0% Prob': 5.66650390625, 'Min_40.0% Prob': 5.1974609375, 'Min_50.0% Prob': 4.5887920673076925}",0.1881768554449081,"{'rouge1': Score(precision=0.08, recall=0.2, fmeasure=0.11428571428571428), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08, recall=0.2, fmeasure=0.11428571428571428)}",120,1,0.6575520740211878,Likely Contaminated,1,0.5365996200986585,Likely Contaminated,1,0.5307866127978366,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantChaudhry Muhammad Shakeel is accused of murdering beautician Ms. Shahid,"Lawyers representing the first husband and father of alleged ""honour killing"" victim Samia Shahid say they will seek to have the case thrown out.","{'Min_10.0% Prob': 7.365885416666667, 'Min_20.0% Prob': 6.602864583333333, 'Min_30.0% Prob': 5.725043402777778, 'Min_40.0% Prob': 5.080729166666667, 'Min_50.0% Prob': 4.461979166666667}",0.4054890871047973,"{'rouge1': Score(precision=0.08333333333333333, recall=0.2, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.2, fmeasure=0.11764705882352941)}",110,1,0.578910439217859,Likely Contaminated,1,0.5527350978409603,Likely Contaminated,1,0.6661274279784567,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJohnston Press, an Edinburgh-based media company, reported a 22.6%","Cost-cutting measures helped publisher Johnston Press achieve a rise in adjusted pre-tax profit last year, despite falling sales.","{'Min_10.0% Prob': 10.703125, 'Min_20.0% Prob': 9.599609375, 'Min_30.0% Prob': 7.945963541666667, 'Min_40.0% Prob': 6.85107421875, 'Min_50.0% Prob': 5.639293323863637}",0.3506937325000763,"{'rouge1': Score(precision=0.1, recall=0.18181818181818182, fmeasure=0.12903225806451613), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.18181818181818182, fmeasure=0.12903225806451613)}",90,0,0.4406936891266109,Not Contaminated,1,0.6573518414472994,Likely Contaminated,0,0.4687755728222375,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantEarlier this month, HP implemented a firmware change that rendered unofficial, often cheaper, printer",HP has backtracked on a software update that blocked some ink cartridges made by third parties.,"{'Min_10.0% Prob': 11.0859375, 'Min_20.0% Prob': 9.407552083333334, 'Min_30.0% Prob': 8.41328125, 'Min_40.0% Prob': 7.9296875, 'Min_50.0% Prob': 6.693359375}",0.6016002893447876,"{'rouge1': Score(precision=0.1875, recall=0.21428571428571427, fmeasure=0.19999999999999998), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1875, recall=0.21428571428571427, fmeasure=0.19999999999999998)}",85,1,0.6861054545489889,Likely Contaminated,1,0.7898197466732924,Likely Contaminated,1,0.6896960858460345,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe board of ARM Holdings is expected to recommend that shareholders accept a takeover offer from Soft,UK technology firm ARM Holdings is to be bought by Japan's Softbank for £24bn ($32bn) it confirmed on Monday.,"{'Min_10.0% Prob': 8.578125, 'Min_20.0% Prob': 6.75078125, 'Min_30.0% Prob': 5.670200892857143, 'Min_40.0% Prob': 4.63154296875, 'Min_50.0% Prob': 3.933894230769231}",0.6355342268943787,"{'rouge1': Score(precision=0.2, recall=0.23529411764705882, fmeasure=0.2162162162162162), 'rouge2': Score(precision=0.10526315789473684, recall=0.125, fmeasure=0.11428571428571428), 'rougeL': Score(precision=0.2, recall=0.23529411764705882, fmeasure=0.2162162162162162)}",83,1,0.6306466754480617,Likely Contaminated,0,0.42356237025694976,Not Contaminated,1,0.7003890194557766,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantShaun Ingram from Saltash experienced a breach of trust when his Ford Focus ST,",A Halfords customer's dashboard camera caught a mechanic speeding in his car while it was booked in for an MOT.,"{'Min_10.0% Prob': 11.7421875, 'Min_20.0% Prob': 9.8466796875, 'Min_30.0% Prob': 9.06640625, 'Min_40.0% Prob': 8.3173828125, 'Min_50.0% Prob': 7.242542613636363}",0.146256998181343,"{'rouge1': Score(precision=0.09523809523809523, recall=0.14285714285714285, fmeasure=0.11428571428571427), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09523809523809523, recall=0.14285714285714285, fmeasure=0.11428571428571427)}",84,1,0.6775769249377821,Likely Contaminated,1,0.7293371734378687,Likely Contaminated,1,0.5085526096253996,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantAn accident occurred at Alton Towers on the Smiler ride, resulting in 16","Emergency services were not called until 11 minutes after the Alton Towers rollercoaster crash, it has emerged.","{'Min_10.0% Prob': 8.1875, 'Min_20.0% Prob': 6.12109375, 'Min_30.0% Prob': 5.1513671875, 'Min_40.0% Prob': 4.6025390625, 'Min_50.0% Prob': 3.990234375}",0.5347939729690552,"{'rouge1': Score(precision=0.17647058823529413, recall=0.23076923076923078, fmeasure=0.20000000000000004), 'rouge2': Score(precision=0.0625, recall=0.08333333333333333, fmeasure=0.07142857142857144), 'rougeL': Score(precision=0.11764705882352941, recall=0.15384615384615385, fmeasure=0.13333333333333333)}",77,0,0.29451972616531774,Not Contaminated,0,0.459715947666655,Not Contaminated,1,0.6277970848595849,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantOn January 26, 2015, it was reported that an underwater forest,",Nature experts have discovered an amazing underwater forest thousands of years old under the sea close to the Norfolk coast in England.,"{'Min_10.0% Prob': 9.8046875, 'Min_20.0% Prob': 8.1630859375, 'Min_30.0% Prob': 7.227213541666667, 'Min_40.0% Prob': 6.45654296875, 'Min_50.0% Prob': 5.631214488636363}",0.6550958752632141,"{'rouge1': Score(precision=0.13636363636363635, recall=0.2727272727272727, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.047619047619047616, recall=0.1, fmeasure=0.06451612903225806), 'rougeL': Score(precision=0.13636363636363635, recall=0.2727272727272727, fmeasure=0.1818181818181818)}",105,0,0.30455875636875074,Not Contaminated,1,0.5854952479927225,Likely Contaminated,0,0.28848137969723014,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantViiV Healthcare, a subsidiary of GlaxoSmithKline (GSK",GlaxoSmithKline has ended a frenetic week for the pharmaceutical sector with a $1.4bn (£939m) takeover of HIV drug development assets from Bristol-Myers Squibb.,"{'Min_10.0% Prob': 8.65234375, 'Min_20.0% Prob': 7.56396484375, 'Min_30.0% Prob': 6.11669921875, 'Min_40.0% Prob': 5.08306884765625, 'Min_50.0% Prob': 4.383154296875}",0.495613694190979,"{'rouge1': Score(precision=0.12, recall=0.42857142857142855, fmeasure=0.1875), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08, recall=0.2857142857142857, fmeasure=0.125)}",131,0,0.46058332850800043,Not Contaminated,1,0.5968296201320163,Likely Contaminated,1,0.5417270232623259,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text summarizes a Republican Jewish Coalition presidential forum where candidates discussed the San Bernardino attacks and,"Republican presidential candidates speaking at a forum in Washington, DC, have responded to the mass shooting in California which left at least 14 dead.","{'Min_10.0% Prob': 8.810546875, 'Min_20.0% Prob': 7.61171875, 'Min_30.0% Prob': 6.71142578125, 'Min_40.0% Prob': 5.980859375, 'Min_50.0% Prob': 5.105618990384615}",0.4751390218734741,"{'rouge1': Score(precision=0.25, recall=0.35294117647058826, fmeasure=0.2926829268292683), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.23529411764705882, fmeasure=0.19512195121951217)}",118,1,0.8421750875264512,Likely Contaminated,1,0.7350654582370932,Likely Contaminated,1,0.8389583604919945,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantA man was denied permission to challenge the Department for the Economy's decision to publish a,A Renewable Heat Incentive scheme boiler owner has failed in a legal attempt to challenge plans to name him.,"{'Min_10.0% Prob': 14.3046875, 'Min_20.0% Prob': 11.4296875, 'Min_30.0% Prob': 9.912760416666666, 'Min_40.0% Prob': 8.580322265625, 'Min_50.0% Prob': 7.51953125}",0.268686980009079,"{'rouge1': Score(precision=0.21052631578947367, recall=0.23529411764705882, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.05555555555555555, recall=0.0625, fmeasure=0.058823529411764705), 'rougeL': Score(precision=0.15789473684210525, recall=0.17647058823529413, fmeasure=0.16666666666666669)}",86,1,0.9152028916862351,Likely Contaminated,1,0.7382640133989657,Likely Contaminated,1,0.9050108395216756,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJack Marquand, a 17-year-old jockey from Gloucestershire,",Teenager Tom Marquand has been tipped to follow in the footsteps of three-times champion jockey Ryan Moore by his trainer Richard Hannon.,"{'Min_10.0% Prob': 10.90234375, 'Min_20.0% Prob': 8.74609375, 'Min_30.0% Prob': 7.336669921875, 'Min_40.0% Prob': 6.313032670454546, 'Min_50.0% Prob': 5.594168526785714}",0.5897181630134583,"{'rouge1': Score(precision=0.08695652173913043, recall=0.2222222222222222, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08695652173913043, recall=0.2222222222222222, fmeasure=0.125)}",107,1,0.5934975578499814,Likely Contaminated,1,0.646873060273083,Likely Contaminated,0,0.4205546026000727,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn May 2015, eight-year-old Ciaran Williamson tragically died after",A fatal accident inquiry into the death of a boy at a Glasgow cemetery has heard that up to 900 headstones were deemed unsafe days after the tragedy.,"{'Min_10.0% Prob': 9.196614583333334, 'Min_20.0% Prob': 7.988932291666667, 'Min_30.0% Prob': 6.937282986111111, 'Min_40.0% Prob': 5.887532552083333, 'Min_50.0% Prob': 5.06875}",0.1949684768915176,"{'rouge1': Score(precision=0.03571428571428571, recall=0.09090909090909091, fmeasure=0.05128205128205127), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.03571428571428571, recall=0.09090909090909091, fmeasure=0.05128205128205127)}",117,0,0.4683823001947655,Not Contaminated,1,0.5373589890393972,Likely Contaminated,0,0.41764421678682523,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text discusses the emergence of the hashtag #KamiTidakTakut (""","People in Jakarta have responded defiantly to the attacks in their city by posting the Indonesian phrase for ""We are not afraid"" on Twitter.","{'Min_10.0% Prob': 9.33203125, 'Min_20.0% Prob': 7.44296875, 'Min_30.0% Prob': 6.146240234375, 'Min_40.0% Prob': 5.6453125, 'Min_50.0% Prob': 5.076622596153846}",0.252760112285614,"{'rouge1': Score(precision=0.08333333333333333, recall=0.2222222222222222, fmeasure=0.12121212121212122), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.2222222222222222, fmeasure=0.12121212121212122)}",106,0,0.49967022116102827,Not Contaminated,1,0.5778781668523935,Likely Contaminated,0,0.33333866869299683,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe Women into Sustainable Employment scheme, piloted in Dundee and Glasgow, aims to","A new project to help women from ethnic minority backgrounds into work has been given £110,000 of government funding.","{'Min_10.0% Prob': 6.0234375, 'Min_20.0% Prob': 5.4951171875, 'Min_30.0% Prob': 5.163411458333333, 'Min_40.0% Prob': 4.7978515625, 'Min_50.0% Prob': 4.296342329545454}",0.4846884310245514,"{'rouge1': Score(precision=0.15, recall=0.23076923076923078, fmeasure=0.18181818181818185), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.15384615384615385, fmeasure=0.12121212121212123)}",94,0,0.34829845232948037,Not Contaminated,1,0.5935560723693423,Likely Contaminated,1,0.540225030881571,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text discusses the career of a 31-year-old former sprinter from Devon who,Great Britain skeleton racer David Swift has retired from the sport.,"{'Min_10.0% Prob': 16.46875, 'Min_20.0% Prob': 13.2265625, 'Min_30.0% Prob': 10.56640625, 'Min_40.0% Prob': 8.73583984375, 'Min_50.0% Prob': 7.630078125}",0.4394305944442749,"{'rouge1': Score(precision=0.18181818181818182, recall=0.13333333333333333, fmeasure=0.15384615384615383), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.06666666666666667, fmeasure=0.07692307692307691)}",62,1,0.8428117069962778,Likely Contaminated,1,0.7932754117583861,Likely Contaminated,1,0.8220643343584524,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn a judo match at the Olympics, Egyptian judoka Islam El Shehaby",Egyptian Islam El Shehaby refused to shake the hand of Israeli opponent Os Sasson after losing in the men's judo at the Rio Olympics.,"{'Min_10.0% Prob': 11.572916666666666, 'Min_20.0% Prob': 9.330078125, 'Min_30.0% Prob': 7.376736111111111, 'Min_40.0% Prob': 6.155110677083333, 'Min_50.0% Prob': 5.363020833333334}",0.5631687045097351,"{'rouge1': Score(precision=0.32, recall=0.6666666666666666, fmeasure=0.43243243243243246), 'rouge2': Score(precision=0.125, recall=0.2727272727272727, fmeasure=0.17142857142857143), 'rougeL': Score(precision=0.16, recall=0.3333333333333333, fmeasure=0.21621621621621623)}",102,1,0.6630166234884106,Likely Contaminated,1,0.5093792565625108,Likely Contaminated,0,0.4959563820774292,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJanet Yellen, speaking at a central bankers' meeting, expressed cautious optimism about","The case for raising US interest rates has ""strengthened"", the head of the Federal Reserve has said.","{'Min_10.0% Prob': 7.3359375, 'Min_20.0% Prob': 7.0888671875, 'Min_30.0% Prob': 5.6396484375, 'Min_40.0% Prob': 4.72802734375, 'Min_50.0% Prob': 4.14482421875}",0.2365642488002777,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",82,1,0.6876576330090178,Likely Contaminated,0,0.42532575754459967,Not Contaminated,1,0.6924838017374785,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantOn November 6, 2014, Matthew Williams attacked Cerys Yemm","A man who killed woman at a hostel had sent letters threatening to kill others while in prison, an inquest has heard.","{'Min_10.0% Prob': 8.52734375, 'Min_20.0% Prob': 7.8115234375, 'Min_30.0% Prob': 7.084821428571429, 'Min_40.0% Prob': 6.604600694444445, 'Min_50.0% Prob': 5.889485677083333}",0.2230077683925628,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",91,1,0.658093001475185,Likely Contaminated,1,0.5511898812771356,Likely Contaminated,1,0.660024685754562,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJohnny McGurk, 49, appeared in County Londonderry court accused of","A Gaelic footballer who won an All-Ireland championship with Derry will stand trial accused of stealing over £500,000 from his employer.","{'Min_10.0% Prob': 12.7734375, 'Min_20.0% Prob': 8.8734375, 'Min_30.0% Prob': 7.36767578125, 'Min_40.0% Prob': 6.254438920454546, 'Min_50.0% Prob': 5.472098214285714}",0.3165899515151977,"{'rouge1': Score(precision=0.08695652173913043, recall=0.2, fmeasure=0.12121212121212122), 'rouge2': Score(precision=0.045454545454545456, recall=0.1111111111111111, fmeasure=0.06451612903225805), 'rougeL': Score(precision=0.08695652173913043, recall=0.2, fmeasure=0.12121212121212122)}",109,0,0.19970206440667418,Not Contaminated,0,0.48916893703501996,Not Contaminated,0,0.3344362594245961,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantDyfed-Powys Police reached out on social media on Tuesday, seeking assistance",A missing woman and her baby in Pembrokeshire have been found safe and well after a police Facebook appeal was widely shared.,"{'Min_10.0% Prob': 9.93359375, 'Min_20.0% Prob': 7.26484375, 'Min_30.0% Prob': 6.373046875, 'Min_40.0% Prob': 5.5142578125, 'Min_50.0% Prob': 4.953531901041667}",0.2519821524620056,"{'rouge1': Score(precision=0.045454545454545456, recall=0.08333333333333333, fmeasure=0.05882352941176471), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.08333333333333333, fmeasure=0.05882352941176471)}",92,1,0.5628271608374347,Likely Contaminated,1,0.5272518293369021,Likely Contaminated,1,0.6199900257452594,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantB&M, a discount retailer, reported a like-for-like growth of 1.","Sales growth at B&M, the discount retailer chaired by former Tesco chief executive Sir Terry Leahy, has slowed considerably in the UK.","{'Min_10.0% Prob': 7.73046875, 'Min_20.0% Prob': 6.1984375, 'Min_30.0% Prob': 5.177490234375, 'Min_40.0% Prob': 4.7640625, 'Min_50.0% Prob': 4.248347355769231}",0.4899025857448578,"{'rouge1': Score(precision=0.17391304347826086, recall=0.3076923076923077, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.045454545454545456, recall=0.08333333333333333, fmeasure=0.05882352941176471), 'rougeL': Score(precision=0.13043478260869565, recall=0.23076923076923078, fmeasure=0.16666666666666669)}",89,0,0.36879440214688847,Not Contaminated,1,0.5032688218881018,Likely Contaminated,1,0.5702458028297813,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantTwo gay couples denied marriage licenses by Rowan County Clerk Kim Davis have requested she be,A Christian official has refused to issue marriage licences to same-sex couples in Kentucky despite exhausting all of her legal options.,"{'Min_10.0% Prob': 12.1875, 'Min_20.0% Prob': 9.8955078125, 'Min_30.0% Prob': 7.9921875, 'Min_40.0% Prob': 6.833984375, 'Min_50.0% Prob': 5.548916903409091}",0.6062646508216858,"{'rouge1': Score(precision=0.09090909090909091, recall=0.125, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.0625, fmeasure=0.052631578947368425)}",90,1,0.9037956486064515,Likely Contaminated,1,0.6466783909271012,Likely Contaminated,1,0.7935495364488014,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn a Test match against South Africa, Ajinkya Rahane became the fifth Indian",India require eight wickets on the final day to seal a 3-0 Test series win after South Africa closed on 72-2 in pursuit of a remote 481 in Delhi.,"{'Min_10.0% Prob': 10.596354166666666, 'Min_20.0% Prob': 8.648995535714286, 'Min_30.0% Prob': 7.294389204545454, 'Min_40.0% Prob': 6.501813616071429, 'Min_50.0% Prob': 5.530544704861111}",0.4372842907905578,"{'rouge1': Score(precision=0.16129032258064516, recall=0.38461538461538464, fmeasure=0.22727272727272727), 'rouge2': Score(precision=0.03333333333333333, recall=0.08333333333333333, fmeasure=0.04761904761904761), 'rougeL': Score(precision=0.12903225806451613, recall=0.3076923076923077, fmeasure=0.18181818181818182)}",108,0,0.3379776694833615,Not Contaminated,1,0.617553910348401,Likely Contaminated,0,0.349153896103896,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text describes a demonstration by domestic workers in Hong Kong, prompted by the deaths of",Domestic workers have taken to the streets of Hong Kong to demand a ban on them being asked to clean windows in high-rise buildings.,"{'Min_10.0% Prob': 7.322265625, 'Min_20.0% Prob': 6.10078125, 'Min_30.0% Prob': 5.497209821428571, 'Min_40.0% Prob': 4.8138671875, 'Min_50.0% Prob': 4.184119591346154}",0.4020748138427734,"{'rouge1': Score(precision=0.32, recall=0.5, fmeasure=0.39024390243902435), 'rouge2': Score(precision=0.08333333333333333, recall=0.13333333333333333, fmeasure=0.10256410256410255), 'rougeL': Score(precision=0.16, recall=0.25, fmeasure=0.19512195121951217)}",101,1,0.8637110057074698,Likely Contaminated,1,0.5406613398400966,Likely Contaminated,1,0.6981799993307345,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe Royal Bank of Scotland (RBS), which is 80% taxpayer-owned,","RBS may face full-year losses of up to £8bn, after the bank said it needed another £3.1bn for claims relating to the financial crisis.","{'Min_10.0% Prob': 9.2265625, 'Min_20.0% Prob': 7.6015625, 'Min_30.0% Prob': 6.390625, 'Min_40.0% Prob': 5.315805288461538, 'Min_50.0% Prob': 4.7386474609375}",0.5002674460411072,"{'rouge1': Score(precision=0.11538461538461539, recall=0.2727272727272727, fmeasure=0.16216216216216214), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.038461538461538464, recall=0.09090909090909091, fmeasure=0.05405405405405406)}",110,0,0.290183920432866,Not Contaminated,1,0.5975710309711222,Likely Contaminated,0,0.38791290645199317,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantEngland's victory over South Africa secured the Twenty20 series, with the game and two",Glamorgan chief executive Hugh Morris says Cardiff's third sell-out for an England match in June will boost their hopes of attracting further international matches.,"{'Min_10.0% Prob': 9.30859375, 'Min_20.0% Prob': 8.1046875, 'Min_30.0% Prob': 6.888671875, 'Min_40.0% Prob': 6.079723011363637, 'Min_50.0% Prob': 5.528878348214286}",0.1118010133504867,"{'rouge1': Score(precision=0.038461538461538464, recall=0.06666666666666667, fmeasure=0.04878048780487805), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.038461538461538464, recall=0.06666666666666667, fmeasure=0.04878048780487805)}",125,1,0.9190272598054782,Likely Contaminated,1,0.5543606230965361,Likely Contaminated,1,0.9548100510600511,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text discusses differing views within the Labour Party regarding the EU referendum, highlighting internal divisions","Labour MP John Mann has said he will vote to leave the EU and says Labour voters ""fundamentally disagree"" with the party's official position.","{'Min_10.0% Prob': 9.06640625, 'Min_20.0% Prob': 6.32265625, 'Min_30.0% Prob': 5.444091796875, 'Min_40.0% Prob': 4.777521306818182, 'Min_50.0% Prob': 4.278738839285714}",0.5281083583831787,"{'rouge1': Score(precision=0.2, recall=0.3125, fmeasure=0.24390243902439027), 'rouge2': Score(precision=0.041666666666666664, recall=0.06666666666666667, fmeasure=0.05128205128205127), 'rougeL': Score(precision=0.12, recall=0.1875, fmeasure=0.14634146341463414)}",105,1,0.7491001810766301,Likely Contaminated,1,0.54002333163776,Likely Contaminated,1,0.7864916819291818,Likely Contaminated
